customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,AvgMonthlyGB,Age,Churn
CUST_02589,Male,0,No,No,47,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),48.09,2302.52,0,27.0,63,No
CUST_02590,Male,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),74.55,646.46,3,85.0,18,No
CUST_02591,Male,0,Yes,Yes,29,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,60.02,1864.79,1,140.0,50,No
CUST_02592,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.47,194.6,0,2.5,49,Yes
CUST_02593,Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.33,253.34,1,0.8,37,No
CUST_02594,Female,0,No,Yes,28,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),115.8,3309.88,2,140.7,51,No
CUST_02595,Male,1,Yes,No,65,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.58,5639.99,3,41.0,77,Yes
CUST_02596,Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.87,866.7,6,0.0,55,Yes
CUST_02597,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,95.76,370.87,2,78.7,44,No
CUST_02598,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),46.57,889.07,2,183.9,59,No
CUST_02599,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),113.19,2607.37,3,0.0,31,No
CUST_02600,Male,0,Yes,Yes,25,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,61.4,1391.22,2,42.9,29,No
CUST_02601,Female,1,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,93.37,1453.99,5,122.9,75,Yes
CUST_02602,Male,0,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),30.46,1361.89,2,1.2,51,No
CUST_02603,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.18,221.9,4,0.0,42,No
CUST_02604,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.54,961.58,5,0.0,48,Yes
CUST_02605,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.33,4090.31,2,0.0,36,No
CUST_02606,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15.0,15.0,2,0.0,44,No
CUST_02607,Female,0,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.33,230.21,1,34.1,53,Yes
CUST_02608,Female,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,66.58,823.15,1,0.0,41,No
CUST_02609,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.62,638.52,1,37.4,21,Yes
CUST_02610,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),79.7,2959.28,2,41.9,26,No
CUST_02611,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.35,4306.98,0,2.6,38,No
CUST_02612,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.82,1669.26,2,1.0,48,Yes
CUST_02613,Female,0,Yes,No,55,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.29,3551.28,2,67.0,42,No
CUST_02614,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.69,2673.59,4,0.0,39,Yes
CUST_02615,Male,0,No,No,35,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,56.46,1817.64,6,166.2,60,No
CUST_02616,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.76,95.76,5,13.0,54,Yes
CUST_02617,Female,1,No,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,47.16,94.11,1,55.1,72,Yes
CUST_02618,Male,1,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,68.12,1728.77,4,68.8,69,Yes
CUST_02619,Male,1,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.85,2312.68,0,14.2,70,No
CUST_02620,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.72,4832.87,2,18.2,18,Yes
CUST_02621,Male,0,No,Yes,97,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,45.12,4369.05,3,74.0,18,No
CUST_02622,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.17,746.1,2,53.9,63,No
CUST_02623,Male,0,No,No,34,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),97.42,3345.61,4,60.3,58,Yes
CUST_02624,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.2,3344.29,6,21.6,26,Yes
CUST_02625,Male,1,Yes,Yes,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.81,919.53,0,49.7,68,Yes
CUST_02626,Male,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.94,1255.33,5,0.0,56,Yes
CUST_02627,Female,0,No,Yes,99,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),56.03,5749.59,1,20.4,22,Yes
CUST_02628,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.35,2842.04,2,75.0,52,No
CUST_02629,Female,1,No,No,9,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.68,601.41,4,35.4,73,Yes
CUST_02630,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),83.15,232.41,3,43.5,37,No
CUST_02631,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,28.74,674.03,1,54.9,45,No
CUST_02632,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,78.12,529.76,1,3.6,45,No
CUST_02633,Female,1,Yes,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.83,562.9,5,68.5,78,No
CUST_02634,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),46.8,104.91,2,1.3,47,No
CUST_02635,Male,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,112.42,283.09,2,11.7,33,Yes
CUST_02636,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.16,396.18,5,70.1,18,Yes
CUST_02637,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,63.36,2331.19,2,16.4,48,No
CUST_02638,Male,0,Yes,Yes,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.59,1996.99,1,14.7,19,Yes
CUST_02639,Male,0,Yes,No,14,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.98,808.16,7,132.9,58,No
CUST_02640,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.74,1167.18,4,10.9,38,No
CUST_02641,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),47.0,811.35,0,24.6,33,No
CUST_02642,Female,0,Yes,Yes,21,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.86,2263.45,3,4.5,32,Yes
CUST_02643,Female,0,No,No,15,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,54.49,804.38,2,40.5,33,No
CUST_02644,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,48.01,221.12,3,109.0,26,Yes
CUST_02645,Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,29.03,274.27,6,50.3,36,Yes
CUST_02646,Male,0,No,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.75,1913.72,0,39.3,46,Yes
CUST_02647,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),15.0,157.32,4,61.5,20,Yes
CUST_02648,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),57.82,471.88,0,17.5,55,No
CUST_02649,Female,0,No,No,74,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.54,2383.43,3,0.0,56,Yes
CUST_02650,Male,0,No,No,44,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.35,2832.67,0,78.6,48,Yes
CUST_02651,Female,0,Yes,Yes,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),100.04,2709.5,2,79.6,46,Yes
CUST_02652,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,15.0,19.61,2,0.0,57,No
CUST_02653,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.44,343.95,1,142.0,58,Yes
CUST_02654,Female,1,No,Yes,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.53,1293.96,3,53.6,69,No
CUST_02655,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.23,110.15,0,0.0,48,Yes
CUST_02656,Male,0,Yes,Yes,85,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,73.11,6308.58,4,26.7,29,No
CUST_02657,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),76.85,156.58,3,7.9,71,No
CUST_02658,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),33.68,755.78,1,5.7,21,Yes
CUST_02659,Male,1,No,Yes,20,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.92,1423.56,3,65.3,68,Yes
CUST_02660,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,72.01,1742.07,7,47.4,46,No
CUST_02661,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,55.71,1572.58,3,57.6,48,No
CUST_02662,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,73.05,506.23,4,0.0,49,No
CUST_02663,Male,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.83,69.83,3,185.7,47,Yes
CUST_02664,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,106.34,6965.02,2,18.0,30,Yes
CUST_02665,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,18.96,287.38,2,104.4,34,No
CUST_02666,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.67,5901.67,0,79.8,44,No
CUST_02667,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.0,200.82,3,0.0,41,No
CUST_02668,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.22,397.29,2,21.4,55,Yes
CUST_02669,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,18.44,64.5,1,163.3,41,Yes
CUST_02670,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.38,790.33,3,0.0,42,No
CUST_02671,Female,1,No,No,91,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.56,7450.83,5,0.0,68,No
CUST_02672,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,48.71,175.41,0,25.6,57,Yes
CUST_02673,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,69.21,1733.45,3,0.0,42,No
CUST_02674,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),50.39,772.14,2,17.6,41,No
CUST_02675,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.79,5615.18,2,0.0,43,No
CUST_02676,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),56.7,482.79,1,66.0,48,No
CUST_02677,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.13,429.27,2,7.7,39,No
CUST_02678,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.54,240.22,1,0.0,35,Yes
CUST_02679,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,82.08,1723.43,2,0.0,56,Yes
CUST_02680,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,82.23,1382.05,2,0.0,52,No
CUST_02681,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.58,770.23,1,36.5,32,No
CUST_02682,Male,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.75,1635.28,0,0.0,58,Yes
CUST_02683,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.33,36.33,3,0.0,47,No
CUST_02684,Female,1,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),101.22,1671.16,4,43.0,69,No
CUST_02685,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.66,576.93,1,0.0,41,Yes
CUST_02686,Male,0,No,No,14,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,60.38,872.26,0,28.4,63,No
CUST_02687,Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,110.53,1429.24,1,25.2,38,No
CUST_02688,Female,0,No,No,25,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.96,1977.96,2,12.2,57,No
CUST_02689,Female,1,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),78.07,2387.71,1,11.4,76,No
CUST_02690,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,47.46,47.46,4,7.2,54,No
CUST_02691,Female,0,Yes,No,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.12,3169.95,1,35.2,25,No
CUST_02692,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,70.27,3828.99,1,185.7,41,No
CUST_02693,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,77.75,839.87,4,9.7,64,No
CUST_02694,Male,0,Yes,No,67,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),90.22,5983.06,5,49.3,61,Yes
CUST_02695,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),87.39,2854.57,2,67.2,33,No
CUST_02696,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),26.96,553.84,1,4.0,52,No
CUST_02697,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,73.88,73.88,1,15.8,60,Yes
CUST_02698,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),30.68,133.69,3,50.8,33,No
CUST_02699,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,64.02,606.52,2,56.8,56,No
CUST_02700,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.66,82.27,2,51.2,58,No
CUST_02701,Female,0,No,Yes,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.88,1438.77,0,12.4,42,No
CUST_02702,Female,0,No,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),62.28,443.96,0,7.5,31,No
CUST_02703,Female,0,No,Yes,4,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),46.04,46.04,2,63.9,47,No
CUST_02704,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),80.29,1154.64,3,0.0,44,No
CUST_02705,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.08,564.46,0,105.8,58,No
CUST_02706,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.58,276.44,1,0.0,58,No
CUST_02707,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.4,372.32,1,41.4,40,Yes
CUST_02708,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.82,2958.08,2,20.2,47,No
CUST_02709,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.89,325.59,2,42.3,47,Yes
CUST_02710,Male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.3,2912.19,1,0.0,44,Yes
CUST_02711,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.13,41.13,4,0.0,32,Yes
CUST_02712,Female,0,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,52.82,808.36,1,7.6,27,No
CUST_02713,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.64,1941.56,1,58.5,61,No
CUST_02714,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.41,183.89,3,58.6,22,Yes
CUST_02715,Female,0,Yes,Yes,83,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,107.77,8934.62,3,42.7,46,No
CUST_02716,Male,0,No,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,81.83,4566.46,1,0.0,53,Yes
CUST_02717,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),37.91,848.43,1,5.0,33,No
CUST_02718,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.17,3957.62,1,1.1,18,No
CUST_02719,Female,0,Yes,Yes,120,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.53,8041.25,1,4.2,41,Yes
CUST_02720,Male,0,Yes,No,34,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),44.89,1542.88,5,6.4,31,No
CUST_02721,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.84,360.99,3,25.7,44,No
CUST_02722,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,33.1,393.89,2,85.7,58,No
CUST_02723,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.52,1693.07,1,0.0,21,No
CUST_02724,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,107.94,1143.33,4,3.7,60,No
CUST_02725,Male,1,No,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,55.85,2080.39,2,71.1,65,No
CUST_02726,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,109.02,109.02,0,19.7,46,Yes
CUST_02727,Male,0,No,No,84,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),51.54,4342.96,2,85.2,47,No
CUST_02728,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.59,289.98,3,81.6,46,Yes
CUST_02729,Male,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.41,50.41,2,0.0,36,Yes
CUST_02730,Male,1,No,No,24,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.72,1706.68,2,4.1,66,No
CUST_02731,Male,1,No,Yes,1,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),58.02,230.93,2,29.0,66,No
CUST_02732,Male,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),84.85,980.86,5,62.7,68,No
CUST_02733,Female,1,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),68.58,1116.11,0,0.0,65,No
CUST_02734,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,15.0,167.92,0,0.0,56,Yes
CUST_02735,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15.0,78.36,2,0.0,44,Yes
CUST_02736,Female,0,No,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.77,5148.76,1,5.0,25,No
CUST_02737,Female,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.89,735.73,0,0.0,80,No
CUST_02738,Female,0,Yes,Yes,82,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.89,5639.29,0,13.6,24,Yes
CUST_02739,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.45,1043.85,4,23.2,50,No
CUST_02740,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),80.28,207.82,1,25.8,19,Yes
CUST_02741,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.05,5409.46,3,15.5,40,No
CUST_02742,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,64.06,1319.72,3,51.5,26,Yes
CUST_02743,Male,0,No,No,120,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,66.03,7884.59,1,34.2,31,No
CUST_02744,Male,1,No,No,64,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),57.56,3756.24,2,3.4,68,Yes
CUST_02745,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.37,68.37,2,0.0,80,No
CUST_02746,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.74,564.52,3,51.9,44,Yes
